rank,股票名称,总市值,日期
1,sh118016,13.34,2023-01-03
2,sh113595,13.5,2023-01-03
3,sz123052,14.36,2023-01-03
4,sh113546,15.63,2023-01-03
5,sh113578,15.72,2023-01-03
6,sh113566,16.09,2023-01-03
7,sh113628,16.21,2023-01-03
8,sz123163,16.23,2023-01-03
9,sz123015,16.37,2023-01-03
10,sz128118,16.43,2023-01-03
11,sz123140,16.44,2023-01-03
12,sz123160,16.83,2023-01-03
13,sh118017,17.22,2023-01-03
14,sh113576,17.24,2023-01-03
15,sz128120,17.57,2023-01-03
16,sz123126,18.47,2023-01-03
17,sz123153,18.51,2023-01-03
18,sh113561,18.78,2023-01-03
19,sh113589,18.8,2023-01-03
20,sz128049,19.4,2023-01-03
21,sz123136,19.58,2023-01-03
22,sz128082,19.65,2023-01-03
23,sz123155,19.99,2023-01-03
24,sz128066,20.08,2023-01-03
25,sh113574,20.17,2023-01-03
26,sh113535,20.52,2023-01-03
27,sz128143,20.53,2023-01-03
28,sz128127,21.02,2023-01-03
29,sh113570,21.15,2023-01-03
30,sz123127,21.53,2023-01-03
31,sh113524,21.75,2023-01-03
32,sz123138,21.81,2023-01-03
33,sz123141,21.99,2023-01-03
34,sz123054,22.09,2023-01-03
35,sz128072,22.33,2023-01-03
36,sz123014,22.36,2023-01-03
37,sz123013,22.63,2023-01-03
38,sz123011,22.81,2023-01-03
39,sz123100,23.01,2023-01-03
40,sh113601,23.08,2023-01-03
41,sz128070,23.28,2023-01-03
42,sh111005,23.44,2023-01-03
43,sh113527,24.17,2023-01-03
44,sh113573,24.38,2023-01-03
45,sz128076,24.5,2023-01-03
46,sz123088,24.65,2023-01-03
47,sh118021,24.68,2023-01-03
48,sz123106,25.41,2023-01-03
49,sh113594,25.93,2023-01-03
50,sz128125,26.15,2023-01-03
1,sh118016,13.47,2023-01-04
2,sh113595,13.57,2023-01-04
3,sz123052,14.55,2023-01-04
4,sh113578,16.13,2023-01-04
5,sz123163,16.27,2023-01-04
6,sh113628,16.36,2023-01-04
7,sz128118,16.36,2023-01-04
8,sh113546,16.38,2023-01-04
9,sh113566,16.43,2023-01-04
10,sz123140,16.72,2023-01-04
11,sz123160,16.94,2023-01-04
12,sz123015,17.0,2023-01-04
13,sh113576,17.19,2023-01-04
14,sz128120,17.53,2023-01-04
15,sh118017,17.63,2023-01-04
16,sz123153,18.59,2023-01-04
17,sz123126,18.7,2023-01-04
18,sh113589,18.8,2023-01-04
19,sh113561,18.91,2023-01-04
20,sz128049,19.81,2023-01-04
21,sz123136,19.82,2023-01-04
22,sz123155,19.87,2023-01-04
23,sz128082,19.91,2023-01-04
24,sz128066,20.38,2023-01-04
25,sh113535,20.52,2023-01-04
26,sz128143,20.67,2023-01-04
27,sh113574,20.74,2023-01-04
28,sh113570,21.4,2023-01-04
29,sz123127,21.55,2023-01-04
30,sz128127,21.64,2023-01-04
31,sh113524,21.71,2023-01-04
32,sz123138,21.99,2023-01-04
33,sz123141,22.03,2023-01-04
34,sz128072,22.19,2023-01-04
35,sz123054,22.35,2023-01-04
36,sz123013,22.66,2023-01-04
37,sz123014,22.67,2023-01-04
38,sz123011,22.87,2023-01-04
39,sh113601,22.92,2023-01-04
40,sz123100,23.03,2023-01-04
41,sh111005,23.34,2023-01-04
42,sz128070,23.51,2023-01-04
43,sh113527,24.3,2023-01-04
44,sz123088,24.4,2023-01-04
45,sz128076,24.45,2023-01-04
46,sh113573,24.95,2023-01-04
47,sz123106,25.56,2023-01-04
48,sh118021,25.66,2023-01-04
49,sz128056,26.69,2023-01-04
50,sz127054,26.79,2023-01-04
1,sh118016,13.39,2023-01-05
2,sh113595,13.6,2023-01-05
3,sz123052,14.5,2023-01-05
4,sh113578,15.89,2023-01-05
5,sz123163,16.34,2023-01-05
6,sh113628,16.38,2023-01-05
7,sz128118,16.41,2023-01-05
8,sh113546,16.51,2023-01-05
9,sz123015,16.75,2023-01-05
10,sz123140,16.83,2023-01-05
11,sh113566,16.92,2023-01-05
12,sz123160,17.03,2023-01-05
13,sh113576,17.24,2023-01-05
14,sh118017,17.63,2023-01-05
15,sz128120,17.79,2023-01-05
16,sh113589,18.63,2023-01-05
17,sz123126,18.7,2023-01-05
18,sz123153,18.77,2023-01-05
19,sh113561,18.91,2023-01-05
20,sz123136,19.83,2023-01-05
21,sz128049,19.87,2023-01-05
22,sz128082,20.1,2023-01-05
23,sz128066,20.21,2023-01-05
24,sh113535,20.46,2023-01-05
25,sz123155,20.79,2023-01-05
26,sz128143,21.03,2023-01-05
27,sh113574,21.29,2023-01-05
28,sz128127,21.38,2023-01-05
29,sh113524,21.56,2023-01-05
30,sz123127,21.59,2023-01-05
31,sh113570,22.06,2023-01-05
32,sz123141,22.12,2023-01-05
33,sz128072,22.16,2023-01-05
34,sz123138,22.21,2023-01-05
35,sh113601,22.75,2023-01-05
36,sz123014,23.04,2023-01-05
37,sz123013,23.12,2023-01-05
38,sz123100,23.22,2023-01-05
39,sz123011,23.26,2023-01-05
40,sh111005,23.47,2023-01-05
41,sz128070,23.55,2023-01-05
42,sz128076,23.94,2023-01-05
43,sh113527,23.96,2023-01-05
44,sz123088,24.9,2023-01-05
45,sh113573,24.99,2023-01-05
46,sz123106,25.66,2023-01-05
47,sh118021,25.69,2023-01-05
48,sz127054,26.46,2023-01-05
49,sz128062,27.05,2023-01-05
50,sz123112,27.07,2023-01-05
1,sh118016,13.25,2023-01-06
2,sh113595,13.47,2023-01-06
3,sz123052,14.38,2023-01-06
4,sh113578,15.6,2023-01-06
5,sz123015,16.12,2023-01-06
6,sz128118,16.22,2023-01-06
7,sh113628,16.31,2023-01-06
8,sz123163,16.43,2023-01-06
9,sh113566,16.62,2023-01-06
10,sh113546,16.64,2023-01-06
11,sz123140,16.8,2023-01-06
12,sh113576,16.9,2023-01-06
13,sz123160,17.06,2023-01-06
14,sh118017,17.5,2023-01-06
15,sz128120,17.75,2023-01-06
16,sh113589,18.34,2023-01-06
17,sz123126,18.77,2023-01-06
18,sh113561,19.14,2023-01-06
19,sz128049,19.62,2023-01-06
20,sz123136,19.85,2023-01-06
21,sz128066,20.21,2023-01-06
22,sz128082,20.22,2023-01-06
23,sz123153,20.42,2023-01-06
24,sh113535,20.52,2023-01-06
25,sz123155,20.6,2023-01-06
26,sz128127,21.02,2023-01-06
27,sh113574,21.1,2023-01-06
28,sz128143,21.11,2023-01-06
29,sh113524,21.37,2023-01-06
30,sz123127,21.61,2023-01-06
31,sh113570,21.75,2023-01-06
32,sz123138,21.83,2023-01-06
33,sz123141,21.94,2023-01-06
34,sz128072,22.3,2023-01-06
35,sh113601,22.33,2023-01-06
36,sz123013,22.88,2023-01-06
37,sz123014,22.94,2023-01-06
38,sh111005,23.29,2023-01-06
39,sz123011,23.32,2023-01-06
40,sh113527,23.4,2023-01-06
41,sz123100,23.41,2023-01-06
42,sz128070,23.48,2023-01-06
43,sz128076,23.73,2023-01-06
44,sh113573,24.73,2023-01-06
45,sz123088,24.9,2023-01-06
46,sh118021,25.38,2023-01-06
47,sz123106,25.46,2023-01-06
48,sz127054,26.34,2023-01-06
49,sh113569,26.64,2023-01-06
50,sz123065,26.68,2023-01-06
1,sh118016,13.38,2023-01-09
2,sh113595,13.57,2023-01-09
3,sz123052,14.38,2023-01-09
4,sh113578,15.72,2023-01-09
5,sz123015,16.25,2023-01-09
6,sh113628,16.31,2023-01-09
7,sh113576,16.4,2023-01-09
8,sz128118,16.46,2023-01-09
9,sz123163,16.5,2023-01-09
10,sh113546,16.99,2023-01-09
11,sz123140,16.99,2023-01-09
12,sz123160,17.14,2023-01-09
13,sh118017,17.61,2023-01-09
14,sz128120,17.86,2023-01-09
15,sh113566,17.9,2023-01-09
16,sh113589,18.34,2023-01-09
17,sz123126,18.93,2023-01-09
18,sh113561,19.2,2023-01-09
19,sz123136,19.76,2023-01-09
20,sz128049,20.1,2023-01-09
21,sz128066,20.21,2023-01-09
22,sz128082,20.48,2023-01-09
23,sh113535,20.61,2023-01-09
24,sh113574,20.92,2023-01-09
25,sz128127,20.92,2023-01-09
26,sz123153,21.08,2023-01-09
27,sz128143,21.31,2023-01-09
28,sh113524,21.37,2023-01-09
29,sz123138,21.84,2023-01-09
30,sz123127,21.93,2023-01-09
31,sz123155,21.94,2023-01-09
32,sh113570,22.11,2023-01-09
33,sz123141,22.12,2023-01-09
34,sh113601,22.33,2023-01-09
35,sz127078,22.39,2023-01-09
36,sz128072,22.6,2023-01-09
37,sh118029,22.79,2023-01-09
38,sz123013,22.97,2023-01-09
39,sh111005,23.46,2023-01-09
40,sz123014,23.46,2023-01-09
41,sh113527,23.54,2023-01-09
42,sz123100,23.7,2023-01-09
43,sz128070,23.74,2023-01-09
44,sz123011,24.04,2023-01-09
45,sz128076,24.57,2023-01-09
46,sh113573,24.62,2023-01-09
47,sz123088,24.96,2023-01-09
48,sz123106,25.46,2023-01-09
49,sh118021,25.52,2023-01-09
50,sh113594,26.52,2023-01-09
1,sh118016,13.29,2023-01-10
2,sh113595,14.14,2023-01-10
3,sz123052,14.38,2023-01-10
4,sh113578,15.43,2023-01-10
5,sz123015,16.25,2023-01-10
6,sh113576,16.26,2023-01-10
7,sh113628,16.31,2023-01-10
8,sz128118,16.38,2023-01-10
9,sz123163,16.65,2023-01-10
10,sz123140,16.81,2023-01-10
11,sh113546,17.05,2023-01-10
12,sz123160,17.11,2023-01-10
13,sh118017,17.69,2023-01-10
14,sz128120,17.87,2023-01-10
15,sh113589,17.88,2023-01-10
16,sh113566,17.94,2023-01-10
17,sz123126,18.7,2023-01-10
18,sh113561,19.25,2023-01-10
19,sz123136,19.65,2023-01-10
20,sz128049,20.0,2023-01-10
21,sz128066,20.08,2023-01-10
22,sz128082,20.31,2023-01-10
23,sz128127,20.56,2023-01-10
24,sh113535,20.58,2023-01-10
25,sz123153,20.67,2023-01-10
26,sh113524,21.17,2023-01-10
27,sh113574,21.26,2023-01-10
28,sz128143,21.33,2023-01-10
29,sz123155,21.72,2023-01-10
30,sz123127,21.8,2023-01-10
31,sh113570,21.81,2023-01-10
32,sh113601,21.84,2023-01-10
33,sz123138,21.91,2023-01-10
34,sz127078,22.13,2023-01-10
35,sz123141,22.25,2023-01-10
36,sz128072,22.3,2023-01-10
37,sh118029,22.67,2023-01-10
38,sz123013,22.77,2023-01-10
39,sh113527,22.98,2023-01-10
40,sh111005,23.23,2023-01-10
41,sz123014,23.37,2023-01-10
42,sz128070,23.48,2023-01-10
43,sz123100,23.57,2023-01-10
44,sz123011,23.79,2023-01-10
45,sz128076,24.45,2023-01-10
46,sh113573,24.54,2023-01-10
47,sz123088,24.93,2023-01-10
48,sz123106,25.26,2023-01-10
49,sh118021,25.3,2023-01-10
50,sz127054,26.42,2023-01-10
1,sh118016,13.0,2023-01-11
2,sz123052,14.19,2023-01-11
3,sh113595,14.8,2023-01-11
4,sh113578,15.31,2023-01-11
5,sz123015,15.75,2023-01-11
6,sh113576,16.01,2023-01-11
7,sh113628,16.06,2023-01-11
8,sz128118,16.08,2023-01-11
9,sz123163,16.25,2023-01-11
10,sz123140,16.65,2023-01-11
11,sz123160,16.89,2023-01-11
12,sh113546,17.03,2023-01-11
13,sh118017,17.16,2023-01-11
14,sh113566,17.26,2023-01-11
15,sz128120,17.55,2023-01-11
16,sh113589,17.63,2023-01-11
17,sz123126,18.54,2023-01-11
18,sh113561,18.93,2023-01-11
19,sz123136,19.49,2023-01-11
20,sz128049,19.62,2023-01-11
21,sz128066,19.8,2023-01-11
22,sz128082,20.05,2023-01-11
23,sz128127,20.15,2023-01-11
24,sh113535,20.49,2023-01-11
25,sz123153,20.53,2023-01-11
26,sh113574,20.89,2023-01-11
27,sz128143,20.93,2023-01-11
28,sh113524,21.19,2023-01-11
29,sz123155,21.36,2023-01-11
30,sz123138,21.53,2023-01-11
31,sh113601,21.57,2023-01-11
32,sz123127,21.62,2023-01-11
33,sz127078,21.64,2023-01-11
34,sh113570,21.67,2023-01-11
35,sz123141,21.99,2023-01-11
36,sz128072,22.05,2023-01-11
37,sh118029,22.17,2023-01-11
38,sz123013,22.21,2023-01-11
39,sh113527,22.78,2023-01-11
40,sh111005,23.09,2023-01-11
41,sz123100,23.17,2023-01-11
42,sz128070,23.18,2023-01-11
43,sz123014,23.22,2023-01-11
44,sz123011,23.41,2023-01-11
45,sz128076,24.04,2023-01-11
46,sz123088,24.52,2023-01-11
47,sh113573,24.62,2023-01-11
48,sh118021,24.64,2023-01-11
49,sz123106,24.87,2023-01-11
50,sh113569,25.8,2023-01-11
1,sh118016,13.05,2023-01-12
2,sz123052,14.19,2023-01-12
3,sh113578,15.26,2023-01-12
4,sh113595,15.3,2023-01-12
5,sz123015,15.62,2023-01-12
6,sh113628,15.97,2023-01-12
7,sh113576,16.11,2023-01-12
8,sz128118,16.19,2023-01-12
9,sz123163,16.38,2023-01-12
10,sz123140,16.73,2023-01-12
11,sz123160,16.84,2023-01-12
12,sh113566,17.22,2023-01-12
13,sh118017,17.26,2023-01-12
14,sh113546,17.37,2023-01-12
15,sh113589,17.59,2023-01-12
16,sz128120,17.62,2023-01-12
17,sz123126,18.52,2023-01-12
18,sh113561,19.22,2023-01-12
19,sz123136,19.46,2023-01-12
20,sz128049,19.69,2023-01-12
21,sz128066,19.89,2023-01-12
22,sz128127,20.1,2023-01-12
23,sz123153,20.13,2023-01-12
24,sh113535,20.58,2023-01-12
25,sh113574,20.9,2023-01-12
26,sz123155,21.11,2023-01-12
27,sz128143,21.11,2023-01-12
28,sh113524,21.29,2023-01-12
29,sz127078,21.54,2023-01-12
30,sh113570,21.61,2023-01-12
31,sz123138,21.61,2023-01-12
32,sz123127,21.83,2023-01-12
33,sz128072,21.99,2023-01-12
34,sz128082,22.05,2023-01-12
35,sz123141,22.2,2023-01-12
36,sh113601,22.33,2023-01-12
37,sh118029,22.37,2023-01-12
38,sz123013,22.63,2023-01-12
39,sh111005,22.9,2023-01-12
40,sh113527,23.02,2023-01-12
41,sz123014,23.13,2023-01-12
42,sz128070,23.41,2023-01-12
43,sz123011,23.42,2023-01-12
44,sz123100,23.43,2023-01-12
45,sz128076,24.2,2023-01-12
46,sz123088,24.74,2023-01-12
47,sh118021,24.76,2023-01-12
48,sz123106,24.97,2023-01-12
49,sh113573,25.83,2023-01-12
50,sh113569,25.9,2023-01-12
1,sh118016,13.01,2023-01-13
2,sz123052,14.15,2023-01-13
3,sh113578,15.37,2023-01-13
4,sz123015,15.62,2023-01-13
5,sh113595,15.67,2023-01-13
6,sh113628,15.87,2023-01-13
7,sz128118,16.13,2023-01-13
8,sh113576,16.21,2023-01-13
9,sz123163,16.32,2023-01-13
10,sz123140,16.58,2023-01-13
11,sz123160,17.0,2023-01-13
12,sh118017,17.08,2023-01-13
13,sh113546,17.24,2023-01-13
14,sh113566,17.24,2023-01-13
15,sz128120,17.65,2023-01-13
16,sh113589,17.67,2023-01-13
17,sz123126,18.47,2023-01-13
18,sh113561,19.54,2023-01-13
19,sz123136,19.61,2023-01-13
20,sz128066,19.91,2023-01-13
21,sz128049,20.03,2023-01-13
22,sz128127,20.05,2023-01-13
23,sz123153,20.06,2023-01-13
24,sh113574,20.54,2023-01-13
25,sh113535,20.61,2023-01-13
26,sz123155,20.89,2023-01-13
27,sz128143,20.95,2023-01-13
28,sh113524,21.35,2023-01-13
29,sh113601,21.47,2023-01-13
30,sz127078,21.48,2023-01-13
31,sz123138,21.62,2023-01-13
32,sz123127,21.81,2023-01-13
33,sz128072,21.91,2023-01-13
34,sh113570,22.0,2023-01-13
35,sz128082,22.0,2023-01-13
36,sh118029,22.07,2023-01-13
37,sz123141,22.55,2023-01-13
38,sz123013,22.79,2023-01-13
39,sh111005,23.04,2023-01-13
40,sz123014,23.07,2023-01-13
41,sz123100,23.17,2023-01-13
42,sh113527,23.23,2023-01-13
43,sz128070,23.31,2023-01-13
44,sz123011,23.55,2023-01-13
45,sz128076,23.83,2023-01-13
46,sh118021,24.52,2023-01-13
47,sz123106,25.02,2023-01-13
48,sz123088,25.1,2023-01-13
49,sh113573,25.16,2023-01-13
50,sh113569,25.6,2023-01-13
1,sh118016,13.33,2023-01-16
2,sz123052,14.38,2023-01-16
3,sh113595,15.37,2023-01-16
4,sh113578,15.43,2023-01-16
5,sz123015,16.0,2023-01-16
6,sh113628,16.27,2023-01-16
7,sh113576,16.4,2023-01-16
8,sz128118,16.41,2023-01-16
9,sz123163,16.55,2023-01-16
10,sh113546,17.01,2023-01-16
11,sz123140,17.01,2023-01-16
12,sz123160,17.16,2023-01-16
13,sh118017,17.51,2023-01-16
14,sz128120,17.87,2023-01-16
15,sh113589,18.01,2023-01-16
16,sh113566,18.3,2023-01-16
17,sz123126,18.82,2023-01-16
18,sh113561,19.51,2023-01-16
19,sz123136,19.76,2023-01-16
20,sz128066,20.16,2023-01-16
21,sz123153,20.24,2023-01-16
22,sz128127,20.41,2023-01-16
23,sz128049,20.6,2023-01-16
24,sh113574,20.76,2023-01-16
25,sh113535,20.84,2023-01-16
26,sz128082,21.13,2023-01-16
27,sz123155,21.43,2023-01-16
28,sz128143,21.45,2023-01-16
29,sh113524,21.5,2023-01-16
30,sh113601,21.8,2023-01-16
31,sz127078,21.8,2023-01-16
32,sz123138,21.97,2023-01-16
33,sz123127,22.16,2023-01-16
34,sz128072,22.35,2023-01-16
35,sh118029,22.37,2023-01-16
36,sz123141,22.64,2023-01-16
37,sh113570,22.95,2023-01-16
38,sh111005,23.09,2023-01-16
39,sz123014,23.4,2023-01-16
40,sz128070,23.61,2023-01-16
41,sz123100,23.62,2023-01-16
42,sz123011,23.7,2023-01-16
43,sz128076,23.78,2023-01-16
44,sz123013,24.39,2023-01-16
45,sh113527,24.62,2023-01-16
46,sh113573,25.07,2023-01-16
47,sh118021,25.23,2023-01-16
48,sz123106,25.36,2023-01-16
49,sz123088,25.37,2023-01-16
50,sh113569,26.04,2023-01-16
1,sh118016,13.31,2023-01-17
2,sz123052,14.38,2023-01-17
3,sh113595,15.0,2023-01-17
4,sh113578,15.2,2023-01-17
5,sh113576,16.06,2023-01-17
6,sz123015,16.25,2023-01-17
7,sh113628,16.33,2023-01-17
8,sz123163,16.57,2023-01-17
9,sz128118,16.61,2023-01-17
10,sz123140,16.92,2023-01-17
11,sh113546,17.06,2023-01-17
12,sz123160,17.09,2023-01-17
13,sh113589,17.63,2023-01-17
14,sz128120,17.88,2023-01-17
15,sh118017,18.07,2023-01-17
16,sh113566,18.53,2023-01-17
17,sz123126,18.82,2023-01-17
18,sh113561,19.45,2023-01-17
19,sz123136,19.68,2023-01-17
20,sz128127,20.15,2023-01-17
21,sz128066,20.21,2023-01-17
22,sz123153,20.28,2023-01-17
23,sz128049,20.32,2023-01-17
24,sh113574,20.53,2023-01-17
25,sh113535,20.87,2023-01-17
26,sz128082,21.3,2023-01-17
27,sz128143,21.31,2023-01-17
28,sh113601,21.33,2023-01-17
29,sz123138,21.54,2023-01-17
30,sh113524,21.56,2023-01-17
31,sz123155,21.64,2023-01-17
32,sz127078,21.71,2023-01-17
33,sz128072,22.24,2023-01-17
34,sz123141,22.55,2023-01-17
35,sz123127,22.56,2023-01-17
36,sh118029,22.7,2023-01-17
37,sh113570,22.81,2023-01-17
38,sh111005,23.13,2023-01-17
39,sz123014,23.28,2023-01-17
40,sz123011,23.5,2023-01-17
41,sz123100,23.65,2023-01-17
42,sz128070,23.68,2023-01-17
43,sz128076,24.13,2023-01-17
44,sh113527,24.41,2023-01-17
45,sh113573,24.75,2023-01-17
46,sh118021,24.78,2023-01-17
47,sz123013,24.97,2023-01-17
48,sz123088,25.26,2023-01-17
49,sz123106,25.36,2023-01-17
50,sh113569,25.5,2023-01-17
1,sh118016,13.36,2023-01-18
2,sz123052,14.63,2023-01-18
3,sh113595,15.24,2023-01-18
4,sh113578,15.26,2023-01-18
5,sh113576,15.86,2023-01-18
6,sz123015,16.12,2023-01-18
7,sh113628,16.65,2023-01-18
8,sz123163,16.73,2023-01-18
9,sz128118,17.06,2023-01-18
10,sz123140,17.32,2023-01-18
11,sz123160,17.37,2023-01-18
12,sh113546,17.38,2023-01-18
13,sh113589,17.59,2023-01-18
14,sh118017,18.02,2023-01-18
15,sz128120,18.31,2023-01-18
16,sh113566,18.97,2023-01-18
17,sz123126,19.03,2023-01-18
18,sh113561,19.58,2023-01-18
19,sz123136,19.82,2023-01-18
20,sz128127,20.36,2023-01-18
21,sz128066,20.38,2023-01-18
22,sz123153,20.39,2023-01-18
23,sh113574,20.81,2023-01-18
24,sz128049,21.08,2023-01-18
25,sh113535,21.19,2023-01-18
26,sz128143,21.29,2023-01-18
27,sh113601,21.33,2023-01-18
28,sz128082,21.35,2023-01-18
29,sz123155,21.57,2023-01-18
30,sz123138,21.74,2023-01-18
31,sz127078,21.9,2023-01-18
32,sh113524,22.15,2023-01-18
33,sz123127,22.35,2023-01-18
34,sz128072,22.58,2023-01-18
35,sh118029,22.78,2023-01-18
36,sh113570,22.81,2023-01-18
37,sz123141,22.9,2023-01-18
38,sh111005,23.46,2023-01-18
39,sz123014,23.46,2023-01-18
40,sz123011,23.58,2023-01-18
41,sz128070,23.94,2023-01-18
42,sz123100,24.0,2023-01-18
43,sh113527,24.37,2023-01-18
44,sz128076,24.45,2023-01-18
45,sh113573,24.79,2023-01-18
46,sh118021,25.3,2023-01-18
47,sz123088,25.35,2023-01-18
48,sz123106,25.51,2023-01-18
49,sz123013,25.88,2023-01-18
50,sz123065,25.98,2023-01-18
1,sh118016,13.43,2023-01-19
2,sh113595,14.7,2023-01-19
3,sz123052,14.86,2023-01-19
4,sh113578,15.08,2023-01-19
5,sz123015,15.62,2023-01-19
6,sh113576,15.66,2023-01-19
7,sz123163,16.74,2023-01-19
8,sh113628,16.9,2023-01-19
9,sz128118,17.05,2023-01-19
10,sh113546,17.32,2023-01-19
11,sz123160,17.42,2023-01-19
12,sz123140,17.59,2023-01-19
13,sh113589,17.63,2023-01-19
14,sh118017,18.23,2023-01-19
15,sz128120,18.73,2023-01-19
16,sh113566,18.77,2023-01-19
17,sz123126,19.19,2023-01-19
18,sh113561,19.69,2023-01-19
19,sz123136,20.05,2023-01-19
20,sz123153,20.14,2023-01-19
21,sz128127,20.46,2023-01-19
22,sz128066,20.7,2023-01-19
23,sz128082,21.05,2023-01-19
24,sz128049,21.2,2023-01-19
25,sh113574,21.21,2023-01-19
26,sh113601,21.25,2023-01-19
27,sz128143,21.35,2023-01-19
28,sh113535,21.42,2023-01-19
29,sz123155,21.42,2023-01-19
30,sz123138,22.14,2023-01-19
31,sh113524,22.35,2023-01-19
32,sz127078,22.46,2023-01-19
33,sz123127,22.65,2023-01-19
34,sh118029,22.71,2023-01-19
35,sz128072,22.74,2023-01-19
36,sh113570,23.18,2023-01-19
37,sz123141,23.34,2023-01-19
38,sh111005,23.44,2023-01-19
39,sz123011,23.71,2023-01-19
40,sz123014,23.74,2023-01-19
41,sz128070,24.08,2023-01-19
42,sz128076,24.11,2023-01-19
43,sz123100,24.29,2023-01-19
44,sh113527,24.72,2023-01-19
45,sh113573,24.83,2023-01-19
46,sz123088,25.1,2023-01-19
47,sz123013,25.34,2023-01-19
48,sz123106,25.75,2023-01-19
49,sh118021,26.07,2023-01-19
50,sz123065,26.1,2023-01-19
1,sh118016,13.51,2023-01-20
2,sh113595,14.84,2023-01-20
3,sz123052,14.88,2023-01-20
4,sh113578,15.43,2023-01-20
5,sh113576,15.76,2023-01-20
6,sz123015,16.0,2023-01-20
7,sz123163,16.82,2023-01-20
8,sh113628,16.88,2023-01-20
9,sz128118,17.03,2023-01-20
10,sh113546,17.28,2023-01-20
11,sz123160,17.43,2023-01-20
12,sz123140,17.57,2023-01-20
13,sh113589,17.8,2023-01-20
14,sh118017,18.12,2023-01-20
15,sh113566,18.77,2023-01-20
16,sz128120,18.85,2023-01-20
17,sz123126,19.49,2023-01-20
18,sh113561,19.78,2023-01-20
19,sz123153,20.18,2023-01-20
20,sz123136,20.21,2023-01-20
21,sz128127,20.61,2023-01-20
22,sz128066,20.7,2023-01-20
23,sh113574,21.12,2023-01-20
24,sz128082,21.18,2023-01-20
25,sh113535,21.39,2023-01-20
26,sz128143,21.41,2023-01-20
27,sh113601,21.61,2023-01-20
28,sz123155,21.7,2023-01-20
29,sz123138,22.39,2023-01-20
30,sh113524,22.4,2023-01-20
31,sz127078,22.55,2023-01-20
32,sh118029,22.65,2023-01-20
33,sz123127,22.67,2023-01-20
34,sh113570,23.07,2023-01-20
35,sz128072,23.19,2023-01-20
36,sz123141,23.25,2023-01-20
37,sz128049,23.32,2023-01-20
38,sh111005,23.45,2023-01-20
39,sz123011,23.89,2023-01-20
40,sz123014,23.92,2023-01-20
41,sz128070,24.28,2023-01-20
42,sz128076,24.29,2023-01-20
43,sz123100,24.4,2023-01-20
44,sh113527,24.69,2023-01-20
45,sh113573,25.18,2023-01-20
46,sz123088,25.46,2023-01-20
47,sz123106,25.9,2023-01-20
48,sz123013,25.97,2023-01-20
49,sh118021,26.24,2023-01-20
50,sz123065,26.33,2023-01-20
1,sh118016,13.62,2023-01-30
2,sh113595,14.9,2023-01-30
3,sz123052,15.05,2023-01-30
4,sh113576,16.06,2023-01-30
5,sh113578,16.07,2023-01-30
6,sz123015,16.87,2023-01-30
7,sh113628,17.02,2023-01-30
8,sz128118,17.13,2023-01-30
9,sz123163,17.16,2023-01-30
10,sh113546,17.53,2023-01-30
11,sz123140,17.67,2023-01-30
12,sz123160,17.72,2023-01-30
13,sh118017,18.02,2023-01-30
14,sh113589,18.21,2023-01-30
15,sz128120,19.0,2023-01-30
16,sz123126,19.72,2023-01-30
17,sh113566,20.08,2023-01-30
18,sh113561,20.29,2023-01-30
19,sz123136,20.57,2023-01-30
20,sz123153,20.7,2023-01-30
21,sz128066,20.87,2023-01-30
22,sz128127,21.18,2023-01-30
23,sh113535,21.56,2023-01-30
24,sz128082,21.68,2023-01-30
25,sh113601,21.82,2023-01-30
26,sz128143,21.97,2023-01-30
27,sh113574,22.37,2023-01-30
28,sz123155,22.54,2023-01-30
29,sh113524,22.65,2023-01-30
30,sh118029,22.72,2023-01-30
31,sz123138,22.89,2023-01-30
32,sz127078,22.98,2023-01-30
33,sz123127,23.11,2023-01-30
34,sz128072,23.41,2023-01-30
35,sh111005,23.5,2023-01-30
36,sz123141,23.56,2023-01-30
37,sz123014,24.35,2023-01-30
38,sz123011,24.6,2023-01-30
39,sz123100,24.64,2023-01-30
40,sz128076,24.73,2023-01-30
41,sh113570,25.12,2023-01-30
42,sh113527,25.17,2023-01-30
43,sh113573,25.52,2023-01-30
44,sz128049,25.66,2023-01-30
45,sh118021,25.81,2023-01-30
46,sz123106,26.39,2023-01-30
47,sz123065,26.47,2023-01-30
48,sz128070,26.7,2023-01-30
49,sz123013,26.74,2023-01-30
50,sz128062,27.0,2023-01-30
1,sh118016,13.72,2023-01-31
2,sz123052,15.14,2023-01-31
3,sh113595,15.4,2023-01-31
4,sh113578,15.89,2023-01-31
5,sh113576,16.06,2023-01-31
6,sh113628,17.27,2023-01-31
7,sz128118,17.28,2023-01-31
8,sz123163,17.34,2023-01-31
9,sh113546,17.64,2023-01-31
10,sz123140,17.91,2023-01-31
11,sz123160,17.91,2023-01-31
12,sh118017,18.09,2023-01-31
13,sh113589,18.26,2023-01-31
14,sz123015,19.0,2023-01-31
15,sz128120,19.69,2023-01-31
16,sz123126,19.82,2023-01-31
17,sh113566,20.08,2023-01-31
18,sz123153,20.66,2023-01-31
19,sz123136,20.68,2023-01-31
20,sh113561,20.71,2023-01-31
21,sz128066,21.27,2023-01-31
22,sh113601,21.63,2023-01-31
23,sh113535,21.74,2023-01-31
24,sh113574,21.74,2023-01-31
25,sz128127,21.74,2023-01-31
26,sz128082,21.88,2023-01-31
