rank,股票名称,总市值,日期
29,sz127015,679.37,2022-08-03
30,sz127049,679.37,2022-08-03
31,sh110061,547.85,2022-08-03
32,sh113055,538.95,2022-08-03
33,sh113633,517.78,2022-08-03
34,sh113634,500.36,2022-08-03
35,sz127061,460.76,2022-08-03
36,sz127012,437.42,2022-08-03
37,sh110082,413.84,2022-08-03
38,sh113626,408.54,2022-08-03
39,sh113045,389.19,2022-08-03
40,sz128111,388.09,2022-08-03
41,sz123121,383.88,2022-08-03
42,sh113060,380.84,2022-08-03
43,sz127064,378.05,2022-08-03
44,sh110073,375.88,2022-08-03
45,sz128035,373.54,2022-08-03
46,sz123119,364.5,2022-08-03
47,sz127066,356.48,2022-08-03
48,sz123117,347.65,2022-08-03
49,sh118005,336.73,2022-08-03
50,sh113534,322.27,2022-08-03
1,sh113053,4227.5,2022-08-04
2,sh113052,3623.03,2022-08-04
3,sz127045,3084.16,2022-08-04
4,sh113049,2989.01,2022-08-04
5,sz128136,2450.15,2022-08-04
6,sh110085,2265.18,2022-08-04
7,sh113021,2084.62,2022-08-04
8,sh110059,2081.07,2022-08-04
9,sz128095,1905.29,2022-08-04
10,sh113011,1529.1,2022-08-04
11,sz123107,1515.46,2022-08-04
12,sh113616,1347.05,2022-08-04
13,sh113641,1332.84,2022-08-04
14,sz127038,1325.99,2022-08-04
15,sz127030,1279.31,2022-08-04
16,sh113013,1251.39,2022-08-04
17,sh113050,1069.73,2022-08-04
18,sh110075,1050.8,2022-08-04
19,sz127036,1032.44,2022-08-04
20,sh110053,1025.01,2022-08-04
21,sh113016,1019.54,2022-08-04
22,sz127056,969.56,2022-08-04
23,sh110081,927.9,2022-08-04
24,sh113044,905.4,2022-08-04
25,sh113057,858.63,2022-08-04
26,sh113042,826.83,2022-08-04
27,sh113059,824.62,2022-08-04
28,sh110079,810.67,2022-08-04
29,sz127015,685.22,2022-08-04
30,sz127049,685.22,2022-08-04
31,sh110061,565.48,2022-08-04
32,sh113055,542.2,2022-08-04
33,sh113633,516.06,2022-08-04
34,sh113634,491.49,2022-08-04
35,sz127061,456.49,2022-08-04
36,sz127012,438.04,2022-08-04
37,sh110082,409.46,2022-08-04
38,sz128111,401.41,2022-08-04
39,sh113626,399.51,2022-08-04
40,sh113045,393.15,2022-08-04
41,sh113060,386.27,2022-08-04
42,sh110073,379.74,2022-08-04
43,sz123121,375.96,2022-08-04
44,sz127064,372.74,2022-08-04
45,sz123119,372.0,2022-08-04
46,sz128035,356.6,2022-08-04
47,sz127066,355.59,2022-08-04
48,sz123117,355.06,2022-08-04
49,sh118005,328.6,2022-08-04
50,sh113043,323.67,2022-08-04
1,sh113053,4301.04,2022-08-05
2,sh113052,3656.27,2022-08-05
3,sz127045,3108.64,2022-08-05
4,sh113049,2920.89,2022-08-05
5,sz128136,2460.07,2022-08-05
6,sh110085,2288.14,2022-08-05
7,sh113021,2099.3,2022-08-05
8,sh110059,2098.68,2022-08-05
9,sz128095,1923.59,2022-08-05
10,sh113011,1534.51,2022-08-05
11,sz123107,1516.11,2022-08-05
12,sh113616,1383.4,2022-08-05
13,sh113641,1355.22,2022-08-05
14,sz127038,1336.19,2022-08-05
15,sz127030,1305.4,2022-08-05
16,sh113013,1270.98,2022-08-05
17,sh113050,1067.67,2022-08-05
18,sh110075,1054.19,2022-08-05
19,sh110053,1035.35,2022-08-05
20,sh113016,1008.76,2022-08-05
21,sz127036,993.66,2022-08-05
22,sz127056,980.66,2022-08-05
23,sh110081,967.54,2022-08-05
24,sh113044,908.37,2022-08-05
25,sh113057,879.91,2022-08-05
26,sh113059,835.57,2022-08-05
27,sh113042,833.93,2022-08-05
28,sh110079,816.6,2022-08-05
29,sz127015,689.73,2022-08-05
30,sz127049,689.73,2022-08-05
31,sh110061,560.19,2022-08-05
32,sh113055,542.56,2022-08-05
33,sh113633,520.65,2022-08-05
34,sh113634,491.77,2022-08-05
35,sz127061,467.59,2022-08-05
36,sz127012,447.3,2022-08-05
37,sh110082,416.86,2022-08-05
38,sz128111,414.05,2022-08-05
39,sh113045,401.95,2022-08-05
40,sh113626,396.53,2022-08-05
41,sh113060,395.57,2022-08-05
42,sz123119,395.31,2022-08-05
43,sh110073,386.16,2022-08-05
44,sz123121,381.69,2022-08-05
45,sz127064,375.4,2022-08-05
46,sz123117,361.99,2022-08-05
47,sz127066,360.15,2022-08-05
48,sz128035,355.55,2022-08-05
49,sh118005,342.21,2022-08-05
50,sh113043,332.03,2022-08-05
1,sh113053,4287.4,2022-08-08
2,sh113052,3639.65,2022-08-08
3,sz127045,3079.93,2022-08-08
4,sh113049,2976.12,2022-08-08
5,sz128136,2516.04,2022-08-08
6,sh110085,2277.33,2022-08-08
7,sh113021,2099.3,2022-08-08
8,sh110059,2089.87,2022-08-08
9,sz128095,1900.92,2022-08-08
10,sh113011,1529.1,2022-08-08
11,sz123107,1495.16,2022-08-08
12,sz127038,1419.94,2022-08-08
13,sz127030,1385.55,2022-08-08
14,sh113641,1356.02,2022-08-08
15,sh113616,1343.74,2022-08-08
16,sh113013,1272.76,2022-08-08
17,sz127036,1093.13,2022-08-08
18,sh113050,1090.35,2022-08-08
19,sh110075,1040.64,2022-08-08
20,sh110053,1026.49,2022-08-08
21,sh113016,999.33,2022-08-08
22,sz127056,997.32,2022-08-08
23,sh110081,929.52,2022-08-08
24,sh113044,903.91,2022-08-08
25,sh113057,880.93,2022-08-08
26,sh113059,838.58,2022-08-08
27,sh113042,831.09,2022-08-08
28,sh110079,811.85,2022-08-08
29,sz127015,685.22,2022-08-08
30,sz127049,685.22,2022-08-08
31,sh110061,575.18,2022-08-08
32,sh113055,544.01,2022-08-08
33,sh113633,513.77,2022-08-08
34,sh113634,488.29,2022-08-08
35,sz127061,471.44,2022-08-08
36,sz127012,444.21,2022-08-08
37,sz128111,439.1,2022-08-08
38,sh113626,421.98,2022-08-08
39,sh110082,406.75,2022-08-08
40,sz127064,402.05,2022-08-08
41,sh113045,400.19,2022-08-08
42,sz123121,399.8,2022-08-08
43,sh113060,398.68,2022-08-08
44,sz123119,394.41,2022-08-08
45,sh110073,386.16,2022-08-08
46,sz128035,362.18,2022-08-08
47,sz123117,360.3,2022-08-08
48,sz127066,355.52,2022-08-08
49,sh118005,334.76,2022-08-08
50,sh113043,331.56,2022-08-08
1,sh113053,4403.4,2022-08-09
2,sh113052,3625.1,2022-08-09
3,sz127045,2989.46,2022-08-09
4,sh113049,2970.6,2022-08-09
5,sz128136,2506.83,2022-08-09
6,sh110085,2349.81,2022-08-09
7,sh113021,2094.41,2022-08-09
8,sh110059,2089.87,2022-08-09
9,sz128095,1900.03,2022-08-09
10,sh113011,1529.1,2022-08-09
11,sz123107,1456.54,2022-08-09
12,sz127038,1426.13,2022-08-09
13,sz127030,1424.7,2022-08-09
14,sh113641,1392.13,2022-08-09
15,sh113616,1349.42,2022-08-09
16,sh113013,1270.09,2022-08-09
17,sh113050,1077.98,2022-08-09
18,sz127036,1064.76,2022-08-09
19,sh110075,1052.5,2022-08-09
20,sz127056,1039.21,2022-08-09
21,sh110053,1019.11,2022-08-09
22,sh113016,992.89,2022-08-09
23,sh110081,926.03,2022-08-09
24,sh113044,917.29,2022-08-09
25,sh113059,887.31,2022-08-09
26,sh113057,882.96,2022-08-09
27,sh113042,826.83,2022-08-09
28,sh110079,800.59,2022-08-09
29,sz127015,672.61,2022-08-09
30,sz127049,672.61,2022-08-09
31,sh110061,560.63,2022-08-09
32,sh113055,536.42,2022-08-09
33,sh113633,521.97,2022-08-09
34,sh113634,489.66,2022-08-09
35,sz127061,474.85,2022-08-09
36,sz127012,442.36,2022-08-09
37,sz128111,438.0,2022-08-09
38,sh113626,419.53,2022-08-09
39,sh113045,413.18,2022-08-09
40,sz123121,412.68,2022-08-09
41,sh110082,407.48,2022-08-09
42,sz127064,398.02,2022-08-09
43,sh113060,395.57,2022-08-09
44,sz123119,388.47,2022-08-09
45,sh110073,386.16,2022-08-09
46,sz128035,361.86,2022-08-09
47,sz127066,358.75,2022-08-09
48,sz123117,358.61,2022-08-09
49,sh118005,338.59,2022-08-09
50,sz127022,332.17,2022-08-09
1,sh113053,4377.62,2022-08-10
2,sh113052,3604.33,2022-08-10
3,sz127045,2967.64,2022-08-10
4,sh113049,2911.68,2022-08-10
5,sz128136,2457.94,2022-08-10
6,sh110085,2311.54,2022-08-10
7,sh113021,2084.62,2022-08-10
8,sh110059,2081.07,2022-08-10
9,sz128095,1862.1,2022-08-10
10,sh113011,1523.7,2022-08-10
11,sz127030,1496.77,2022-08-10
12,sz127038,1463.02,2022-08-10
13,sz123107,1445.41,2022-08-10
14,sh113641,1323.73,2022-08-10
15,sh113616,1313.78,2022-08-10
16,sh113013,1269.2,2022-08-10
17,sz127036,1125.09,2022-08-10
18,sh113050,1077.98,2022-08-10
19,sz127056,1057.88,2022-08-10
20,sh110075,1032.16,2022-08-10
21,sh110053,1007.29,2022-08-10
22,sh113016,970.14,2022-08-10
23,sh113044,912.83,2022-08-10
24,sh110081,900.36,2022-08-10
25,sh113057,877.89,2022-08-10
26,sh113059,875.93,2022-08-10
27,sh113042,826.83,2022-08-10
28,sh110079,793.47,2022-08-10
29,sz127015,666.75,2022-08-10
30,sz127049,666.75,2022-08-10
31,sh110061,552.26,2022-08-10
32,sh113055,530.64,2022-08-10
33,sh113633,499.25,2022-08-10
34,sh113634,486.85,2022-08-10
35,sz127061,471.44,2022-08-10
36,sz127012,439.27,2022-08-10
37,sz128111,438.73,2022-08-10
38,sz123121,422.1,2022-08-10
39,sz127064,416.21,2022-08-10
40,sh113626,399.96,2022-08-10
41,sh113060,395.96,2022-08-10
42,sh113045,394.47,2022-08-10
43,sh110082,391.11,2022-08-10
44,sz123119,385.22,2022-08-10
45,sh110073,384.88,2022-08-10
46,sz128035,365.86,2022-08-10
47,sz123117,354.02,2022-08-10
48,sz127066,342.71,2022-08-10
49,sz127022,337.3,2022-08-10
50,sh118005,336.22,2022-08-10
1,sh113053,4397.33,2022-08-11
2,sh113052,3708.2,2022-08-11
3,sz127045,2993.72,2022-08-11
4,sh113049,2932.85,2022-08-11
5,sz128136,2703.81,2022-08-11
6,sh110085,2343.51,2022-08-11
7,sh113021,2109.09,2022-08-11
8,sh110059,2107.49,2022-08-11
9,sz128095,1904.31,2022-08-11
10,sh113011,1545.31,2022-08-11
11,sz127030,1463.84,2022-08-11
12,sz123107,1453.27,2022-08-11
13,sz127038,1448.7,2022-08-11
14,sh113616,1409.1,2022-08-11
15,sh113641,1323.57,2022-08-11
16,sh113013,1307.5,2022-08-11
17,sh113050,1083.13,2022-08-11
18,sz127036,1082.0,2022-08-11
19,sh110075,1070.21,2022-08-11
20,sz127056,1067.98,2022-08-11
21,sh110053,1026.49,2022-08-11
22,sh113016,976.42,2022-08-11
23,sh110081,929.52,2022-08-11
24,sh113044,917.29,2022-08-11
25,sh113057,913.37,2022-08-11
26,sh113059,874.43,2022-08-11
27,sh113042,835.35,2022-08-11
28,sh110079,798.81,2022-08-11
29,sz127015,676.67,2022-08-11
30,sz127049,676.67,2022-08-11
31,sh110061,564.6,2022-08-11
32,sh113633,533.56,2022-08-11
33,sh113055,527.39,2022-08-11
34,sh113634,484.18,2022-08-11
35,sz127061,479.98,2022-08-11
36,sz127012,447.3,2022-08-11
37,sz128111,431.63,2022-08-11
38,sh113060,431.25,2022-08-11
39,sh110082,403.62,2022-08-11
40,sh113045,402.61,2022-08-11
41,sh110073,399.65,2022-08-11
42,sz123121,398.8,2022-08-11
43,sz127064,398.31,2022-08-11
44,sz123119,397.55,2022-08-11
45,sh113626,393.83,2022-08-11
46,sz128035,380.8,2022-08-11
47,sz123117,367.55,2022-08-11
48,sh113043,347.35,2022-08-11
49,sz127066,346.06,2022-08-11
50,sz127022,342.8,2022-08-11
1,sh113053,4441.3,2022-08-12
2,sh113052,3712.36,2022-08-12
3,sz127045,2967.1,2022-08-12
4,sh113049,2889.54,2022-08-12
5,sz128136,2618.78,2022-08-12
6,sh110085,2301.19,2022-08-12
7,sh110059,2125.1,2022-08-12
8,sh113021,2109.09,2022-08-12
9,sz128095,1900.12,2022-08-12
10,sh113011,1550.72,2022-08-12
11,sz123107,1449.99,2022-08-12
12,sz127030,1443.33,2022-08-12
13,sz127038,1413.99,2022-08-12
14,sh113616,1325.26,2022-08-12
15,sh113641,1313.67,2022-08-12
16,sh113013,1300.37,2022-08-12
17,sh110075,1097.92,2022-08-12
18,sh113050,1086.22,2022-08-12
19,sz127056,1067.98,2022-08-12
20,sz127036,1051.83,2022-08-12
21,sh110053,1029.44,2022-08-12
22,sh113016,960.41,2022-08-12
23,sh113044,924.72,2022-08-12
24,sh113057,915.39,2022-08-12
25,sh110081,903.47,2022-08-12
26,sh113061,879.43,2022-08-12
27,sh113059,842.44,2022-08-12
28,sh113042,836.77,2022-08-12
29,sh110079,802.96,2022-08-12
30,sz127015,678.92,2022-08-12
31,sz127049,678.92,2022-08-12
32,sh110061,567.24,2022-08-12
33,sh113055,538.95,2022-08-12
34,sh113633,538.61,2022-08-12
35,sh113634,485.25,2022-08-12
36,sz127061,484.68,2022-08-12
37,sh113652,459.98,2022-08-12
38,sz127012,452.86,2022-08-12
39,sh113060,424.27,2022-08-12
40,sz128111,424.08,2022-08-12
41,sz123119,405.84,2022-08-12
42,sh110073,404.15,2022-08-12
43,sh113045,400.19,2022-08-12
44,sh110082,397.68,2022-08-12
45,sz127064,395.07,2022-08-12
46,sh113626,394.77,2022-08-12
47,sz123121,376.6,2022-08-12
48,sz128035,372.91,2022-08-12
49,sz123117,370.45,2022-08-12
50,sz127022,354.16,2022-08-12
1,sh113053,4553.51,2022-08-15
2,sh113052,3647.96,2022-08-15
3,sz127045,2978.28,2022-08-15
4,sh113049,2867.56,2022-08-15
5,sz128136,2642.17,2022-08-15
6,sh110085,2399.78,2022-08-15
7,sh110059,2116.29,2022-08-15
8,sh113021,2104.2,2022-08-15
9,sz128095,1925.82,2022-08-15
10,sh113011,1539.91,2022-08-15
11,sz127030,1473.78,2022-08-15
12,sz123107,1444.76,2022-08-15
13,sz127038,1423.7,2022-08-15
14,sh113641,1331.25,2022-08-15
15,sh113013,1301.26,2022-08-15
16,sh113616,1275.89,2022-08-15
17,sz127036,1115.4,2022-08-15
18,sh110075,1082.33,2022-08-15
19,sh113050,1077.98,2022-08-15
20,sz127056,1044.25,2022-08-15
21,sh110053,1014.67,2022-08-15
22,sh113016,993.34,2022-08-15
23,sh113044,924.72,2022-08-15
24,sh113057,906.27,2022-08-15
25,sh113061,902.58,2022-08-15
26,sh110081,880.79,2022-08-15
27,sh113059,878.72,2022-08-15
28,sh113042,831.09,2022-08-15
29,sh110079,786.95,2022-08-15
30,sz127015,681.17,2022-08-15
31,sz127049,681.17,2022-08-15
32,sh110061,559.31,2022-08-15
33,sh113633,535.23,2022-08-15
34,sh113055,515.11,2022-08-15
35,sz127061,489.8,2022-08-15
36,sh113652,472.85,2022-08-15
37,sh113634,472.5,2022-08-15
38,sz127012,449.16,2022-08-15
39,sz128111,430.95,2022-08-15
40,sh113060,420.78,2022-08-15
41,sh110082,412.17,2022-08-15
42,sh113045,407.9,2022-08-15
43,sz127064,404.22,2022-08-15
44,sh110073,400.3,2022-08-15
45,sz123119,397.33,2022-08-15
46,sz123121,388.42,2022-08-15
47,sh113626,380.15,2022-08-15
48,sz123117,369.16,2022-08-15
49,sz128035,362.81,2022-08-15
50,sh113047,346.44,2022-08-15
1,sh113053,4578.53,2022-08-16
2,sh113052,3650.03,2022-08-16
3,sz127045,3054.92,2022-08-16
4,sh113049,2879.46,2022-08-16
5,sz128136,2595.4,2022-08-16
6,sh110085,2411.03,2022-08-16
7,sh110059,2110.42,2022-08-16
8,sh113021,2109.09,2022-08-16
9,sz128095,1990.07,2022-08-16
10,sh113011,1534.51,2022-08-16
11,sz123107,1503.67,2022-08-16
12,sz127038,1432.68,2022-08-16
13,sz127030,1432.15,2022-08-16
14,sh113641,1296.89,2022-08-16
15,sh113013,1296.81,2022-08-16
16,sh113616,1272.33,2022-08-16
17,sz127036,1090.62,2022-08-16
18,sh110075,1078.87,2022-08-16
19,sh113050,1067.67,2022-08-16
20,sz127056,1018.51,2022-08-16
21,sh110053,1008.77,2022-08-16
22,sh113016,992.89,2022-08-16
23,sh113044,920.26,2022-08-16
24,sh113057,905.26,2022-08-16
25,sh113061,903.68,2022-08-16
26,sh113059,874.43,2022-08-16
27,sh110081,872.19,2022-08-16
28,sh113042,831.09,2022-08-16
29,sh110079,786.35,2022-08-16
30,sz127015,696.94,2022-08-16
31,sz127049,696.94,2022-08-16
32,sh110061,568.13,2022-08-16
33,sh113633,532.7,2022-08-16
34,sh113055,516.55,2022-08-16
35,sz127061,482.97,2022-08-16
36,sh113634,475.59,2022-08-16
37,sh113652,467.94,2022-08-16
38,sz127012,451.01,2022-08-16
39,sh110082,436.15,2022-08-16
40,sz128111,428.43,2022-08-16
41,sh113060,425.05,2022-08-16
42,sh113045,409.44,2022-08-16
43,sz127064,401.66,2022-08-16
44,sh110073,400.94,2022-08-16
45,sz123121,397.06,2022-08-16
46,sh113626,396.69,2022-08-16
47,sz123119,392.06,2022-08-16
48,sz123117,362.55,2022-08-16
49,sz128035,362.28,2022-08-16
50,sz127066,349.22,2022-08-16
1,sh113053,4595.21,2022-08-17
2,sh113052,3718.59,2022-08-17
3,sz127045,3065.56,2022-08-17
4,sh113049,2921.59,2022-08-17
5,sz128136,2722.23,2022-08-17
6,sh110085,2466.85,2022-08-17
7,sh110059,2136.84,2022-08-17
8,sh113021,2128.67,2022-08-17
9,sz128095,1954.2,2022-08-17
10,sh113011,1545.31,2022-08-17
11,sz123107,1512.18,2022-08-17
12,sz127038,1427.34,2022-08-17
13,sz127030,1401.08,2022-08-17
14,sh113013,1310.17,2022-08-17
15,sh113641,1302.96,2022-08-17
16,sh113616,1278.85,2022-08-17
17,sh110075,1096.19,2022-08-17
18,sh113050,1087.25,2022-08-17
19,sz127036,1078.77,2022-08-17
20,sh110053,1020.58,2022-08-17
21,sh113016,1011.91,2022-08-17
22,sz127056,974.1,2022-08-17
23,sh113044,926.21,2022-08-17
24,sh113057,918.44,2022-08-17
25,sh113061,906.1,2022-08-17
26,sh110081,883.91,2022-08-17
27,sh113059,864.55,2022-08-17
28,sh113042,838.19,2022-08-17
29,sh110079,797.03,2022-08-17
30,sz127015,695.14,2022-08-17
31,sz127049,695.14,2022-08-17
32,sh110061,565.48,2022-08-17
33,sh113633,532.01,2022-08-17
34,sh113055,523.05,2022-08-17
35,sz127061,484.68,2022-08-17
36,sh113634,475.54,2022-08-17
37,sh113652,459.64,2022-08-17
38,sz127012,457.81,2022-08-17
39,sh110082,436.05,2022-08-17
40,sh113060,435.91,2022-08-17
41,sz128111,423.21,2022-08-17
42,sh113045,421.33,2022-08-17
43,sh110073,406.72,2022-08-17
44,sz123121,405.6,2022-08-17
45,sz123119,392.84,2022-08-17
46,sh113626,389.34,2022-08-17
47,sz128035,388.48,2022-08-17
48,sz127064,387.99,2022-08-17
49,sz123117,364.25,2022-08-17
50,sh113043,351.53,2022-08-17
1,sh113053,4619.47,2022-08-18
2,sh113052,3666.65,2022-08-18
3,sz127045,2961.78,2022-08-18
4,sh113049,2864.81,2022-08-18
5,sz128136,2708.77,2022-08-18
6,sh110085,2573.54,2022-08-18
7,sh113021,2118.88,2022-08-18
8,sh110059,2116.29,2022-08-18
9,sz128095,1846.13,2022-08-18
10,sh113011,1534.51,2022-08-18
11,sz123107,1480.11,2022-08-18
12,sz127038,1423.03,2022-08-18
13,sz127030,1369.4,2022-08-18
14,sh113013,1298.59,2022-08-18
15,sh113641,1281.06,2022-08-18
16,sh113616,1280.15,2022-08-18
17,sz127036,1119.71,2022-08-18
18,sh110075,1078.87,2022-08-18
19,sh113050,1062.52,2022-08-18
20,sh110053,1001.38,2022-08-18
21,sh113016,977.77,2022-08-18
22,sh113061,942.25,2022-08-18
23,sz127056,939.78,2022-08-18
24,sh113044,924.72,2022-08-18
25,sh113057,912.35,2022-08-18
26,sh110081,881.66,2022-08-18
27,sh113059,859.4,2022-08-18
28,sh113042,832.51,2022-08-18
29,sh110079,778.65,2022-08-18
30,sz127015,677.12,2022-08-18
31,sz127049,677.12,2022-08-18
32,sh110061,560.63,2022-08-18
33,sh113633,518.65,2022-08-18
34,sh113055,512.22,2022-08-18
35,sz127061,477.42,2022-08-18
36,sh113634,463.91,2022-08-18
37,sh113652,454.73,2022-08-18
38,sz127012,453.48,2022-08-18
39,sh110082,443.14,2022-08-18
40,sh113060,435.13,2022-08-18
41,sz123121,421.72,2022-08-18
42,sh113045,417.8,2022-08-18
43,sz128111,415.52,2022-08-18
44,sh113626,410.87,2022-08-18
45,sh110073,409.29,2022-08-18
46,sz128035,387.32,2022-08-18
47,sz123119,384.44,2022-08-18
48,sz127064,379.43,2022-08-18
49,sz123117,361.75,2022-08-18
50,sh113043,350.14,2022-08-18
1,sh113053,4254.8,2022-08-19
2,sh113052,3697.81,2022-08-19
3,sz127045,3101.76,2022-08-19
4,sh113049,2801.61,2022-08-19
5,sh110085,2699.13,2022-08-19
6,sz128136,2649.96,2022-08-19
7,sh113021,2128.67,2022-08-19
8,sh110059,2113.36,2022-08-19
9,sz128095,1766.08,2022-08-19
10,sz123107,1593.36,2022-08-19
11,sh113011,1534.51,2022-08-19
12,sz127030,1407.3,2022-08-19
13,sz127038,1381.53,2022-08-19
14,sh113013,1296.81,2022-08-19
15,sh113641,1266.84,2022-08-19
16,sh113616,1248.65,2022-08-19
17,sh110075,1089.26,2022-08-19
18,sh113050,1067.67,2022-08-19
19,sz127036,1055.79,2022-08-19
20,sh110053,1020.58,2022-08-19
21,sh113016,951.87,2022-08-19
22,sh113044,930.67,2022-08-19
23,sz127056,922.62,2022-08-19
24,sh113057,913.37,2022-08-19
25,sh113061,907.09,2022-08-19
26,sh113059,867.77,2022-08-19
27,sh110081,856.36,2022-08-19
28,sh113042,832.51,2022-08-19
29,sh110079,788.13,2022-08-19
30,sz127015,696.04,2022-08-19
31,sz127049,696.04,2022-08-19
32,sh110061,576.94,2022-08-19
33,sh113055,514.38,2022-08-19
34,sh113633,512.68,2022-08-19
35,sz127061,471.86,2022-08-19
36,sz127012,466.46,2022-08-19
37,sh113634,460.68,2022-08-19
38,sh113652,453.03,2022-08-19
39,sh110082,433.23,2022-08-19
40,sh113060,430.86,2022-08-19
41,sh113045,420.45,2022-08-19
42,sh110073,411.86,2022-08-19
43,sz128111,407.59,2022-08-19
44,sz123121,403.98,2022-08-19
45,sh113626,398.65,2022-08-19
46,sz123119,394.75,2022-08-19
47,sz127064,365.37,2022-08-19
48,sz123117,357.64,2022-08-19
49,sz128035,352.39,2022-08-19
50,sh113043,348.74,2022-08-19
1,sh113053,4049.34,2022-08-22
2,sh113052,3689.5,2022-08-22
3,sz127045,3129.96,2022-08-22
4,sh113049,3081.87,2022-08-22
5,sh110085,2754.05,2022-08-22
6,sz128136,2719.4,2022-08-22
7,sh113021,2128.67,2022-08-22
8,sh110059,2122.16,2022-08-22
9,sz128095,1836.13,2022-08-22
10,sz123107,1624.12,2022-08-22
11,sh113011,1539.91,2022-08-22
12,sz127038,1395.73,2022-08-22
13,sz127030,1356.97,2022-08-22
14,sh113641,1336.68,2022-08-22
15,sh113013,1300.37,2022-08-22
16,sh113616,1243.2,2022-08-22
17,sh110075,1106.58,2022-08-22
18,sh113050,1082.1,2022-08-22
19,sz127036,1055.07,2022-08-22
20,sh110053,1016.15,2022-08-22
21,sh113016,1000.38,2022-08-22
22,sz127056,956.43,2022-08-22
23,sh113044,932.16,2022-08-22
24,sh113061,911.83,2022-08-22
25,sh113057,907.28,2022-08-22
26,sh113059,888.17,2022-08-22
27,sh110081,862.22,2022-08-22
28,sh113042,831.09,2022-08-22
29,sh110079,786.35,2022-08-22
30,sz127015,698.29,2022-08-22
31,sz127049,698.29,2022-08-22
32,sh110061,580.91,2022-08-22
33,sh113055,523.78,2022-08-22
34,sh113633,517.21,2022-08-22
35,sz127061,489.8,2022-08-22
36,sh113634,468.19,2022-08-22
37,sz127012,463.99,2022-08-22
38,sh113652,454.9,2022-08-22
39,sh110082,440.63,2022-08-22
40,sz128111,434.02,2022-08-22
41,sh113060,428.93,2022-08-22
42,sh113045,421.33,2022-08-22
43,sh110073,406.72,2022-08-22
44,sz123121,401.86,2022-08-22
45,sh113626,391.99,2022-08-22
46,sz123119,386.12,2022-08-22
47,sz127064,369.79,2022-08-22
48,sz123117,353.45,2022-08-22
49,sz128035,347.77,2022-08-22
50,sh113043,346.89,2022-08-22
1,sh113053,4109.23,2022-08-23
2,sh113052,3658.34,2022-08-23
3,sh113049,3145.98,2022-08-23
4,sz127045,3144.86,2022-08-23
5,sz128136,2718.69,2022-08-23
6,sh110085,2658.16,2022-08-23
7,sh113021,2123.77,2022-08-23
8,sh110059,2104.55,2022-08-23
9,sz128095,1843.72,2022-08-23
10,sz123107,1647.69,2022-08-23
11,sh113011,1529.1,2022-08-23
12,sz127038,1468.61,2022-08-23
13,sz127030,1388.66,2022-08-23
14,sh113641,1341.47,2022-08-23
15,sh113013,1305.72,2022-08-23
16,sh113616,1210.76,2022-08-23
17,sh110075,1106.58,2022-08-23
18,sh113050,1069.73,2022-08-23
19,sz127036,1066.2,2022-08-23
20,sh110053,1019.11,2022-08-23
21,sh113016,982.26,2022-08-23
22,sz127056,952.9,2022-08-23
23,sh113061,950.07,2022-08-23
24,sh113044,936.62,2022-08-23
25,sh113057,914.38,2022-08-23
26,sh113059,913.5,2022-08-23
27,sh110081,848.39,2022-08-23
28,sh113042,826.83,2022-08-23
29,sh110079,779.83,2022-08-23
30,sz127015,700.09,2022-08-23
31,sz127049,700.09,2022-08-23
32,sh110061,591.49,2022-08-23
33,sh113055,513.66,2022-08-23
34,sh113633,506.71,2022-08-23
35,sz127061,495.78,2022-08-23
36,sh113634,462.56,2022-08-23
37,sz127012,460.9,2022-08-23
38,sh113652,458.45,2022-08-23
39,sh113060,437.85,2022-08-23
40,sh110082,434.79,2022-08-23
41,sz128111,424.54,2022-08-23
42,sh113045,420.45,2022-08-23
43,sz123121,413.27,2022-08-23
44,sh110073,408.65,2022-08-23
45,sh113626,398.45,2022-08-23
46,sz123119,377.16,2022-08-23
47,sz127064,371.96,2022-08-23
48,sz128035,355.23,2022-08-23
49,sz127022,353.43,2022-08-23
50,sz127067,353.43,2022-08-23
1,sh113053,3993.99,2022-08-24
2,sh113052,3652.11,2022-08-24
3,sz127045,3152.85,2022-08-24
4,sh113049,3061.72,2022-08-24
5,sh110085,2630.25,2022-08-24
6,sz128136,2596.82,2022-08-24
7,sh113021,2113.99,2022-08-24
8,sh110059,2098.68,2022-08-24
9,sz128095,1800.88,2022-08-24
10,sz123107,1621.51,2022-08-24
11,sh113011,1523.7,2022-08-24
12,sz127038,1372.12,2022-08-24
13,sz127030,1320.93,2022-08-24
14,sh113641,1303.28,2022-08-24
15,sh113013,1289.69,2022-08-24
16,sh113616,1126.96,2022-08-24
17,sh110075,1092.72,2022-08-24
18,sh113050,1066.64,2022-08-24
19,sh110053,1005.81,2022-08-24
20,sz127036,1002.28,2022-08-24
21,sz127056,938.26,2022-08-24
22,sh113044,929.18,2022-08-24
23,sh113016,928.07,2022-08-24
24,sh113057,900.19,2022-08-24
25,sh113061,896.29,2022-08-24
26,sh113059,876.36,2022-08-24
27,sh113042,825.41,2022-08-24
28,sh110081,798.78,2022-08-24
29,sh110079,788.13,2022-08-24
30,sz127015,691.53,2022-08-24
31,sz127049,691.53,2022-08-24
32,sh110061,584.87,2022-08-24
33,sh113055,514.02,2022-08-24
34,sz127061,489.8,2022-08-24
35,sh113633,486.52,2022-08-24
36,sz127012,459.66,2022-08-24
37,sh113634,457.08,2022-08-24
