rank,股票名称,总市值,日期
1,sh113049,4412.71,2022-01-04
2,sz128136,3595.75,2022-01-04
3,sz127045,3041.64,2022-01-04
4,sh113616,2715.74,2022-01-04
5,sh110059,2515.48,2022-01-04
6,sz128095,2271.44,2022-01-04
7,sh113021,2265.68,2022-01-04
8,sh113011,1799.26,2022-01-04
9,sh110081,1619.59,2022-01-04
10,sh113013,1591.05,2022-01-04
11,sz127038,1384.09,2022-01-04
12,sz123107,1313.55,2022-01-04
13,sh110075,1179.61,2022-01-04
14,sh113042,1018.62,2022-01-04
15,sh113044,960.4,2022-01-04
16,sz127030,923.95,2022-01-04
17,sz127036,922.23,2022-01-04
18,sh113050,904.63,2022-01-04
19,sh110053,881.75,2022-01-04
20,sh113633,845.28,2022-01-04
21,sh113016,782.91,2022-01-04
22,sh110079,757.88,2022-01-04
23,sz127015,729.84,2022-01-04
24,sz127049,729.84,2022-01-04
25,sz123119,665.39,2022-01-04
26,sz128035,553.6,2022-01-04
27,sh110061,537.99,2022-01-04
28,sh110073,533.3,2022-01-04
29,sh110082,523.57,2022-01-04
30,sh113579,477.92,2022-01-04
31,sz127012,475.72,2022-01-04
32,sz127046,446.8,2022-01-04
33,sh113047,439.47,2022-01-04
34,sz123117,431.83,2022-01-04
35,sz123108,426.24,2022-01-04
36,sz127005,418.06,2022-01-04
37,sh113634,413.48,2022-01-04
38,sh113043,395.51,2022-01-04
39,sz127022,393.03,2022-01-04
40,sz123083,372.49,2022-01-04
41,sz123104,363.1,2022-01-04
42,sh113045,360.83,2022-01-04
43,sh113605,351.18,2022-01-04
44,sh113582,346.64,2022-01-04
45,sz123022,346.13,2022-01-04
46,sh113051,326.85,2022-01-04
47,sz128114,321.56,2022-01-04
48,sh110076,314.91,2022-01-04
49,sz128135,313.73,2022-01-04
50,sz127025,300.04,2022-01-04
1,sh113049,4246.47,2022-01-05
2,sz128136,3409.08,2022-01-05
3,sz127045,3051.64,2022-01-05
4,sh110059,2536.03,2022-01-05
5,sh113616,2504.57,2022-01-05
6,sh113021,2280.36,2022-01-05
7,sz128095,2137.31,2022-01-05
8,sh113011,1815.47,2022-01-05
9,sh113013,1575.01,2022-01-05
10,sh110081,1554.4,2022-01-05
11,sz123107,1324.35,2022-01-05
12,sz127038,1313.8,2022-01-05
13,sh110075,1220.29,2022-01-05
14,sh113042,1027.14,2022-01-05
15,sh113044,960.4,2022-01-05
16,sz127030,922.99,2022-01-05
17,sh113050,915.65,2022-01-05
18,sh110053,895.04,2022-01-05
19,sz127036,893.14,2022-01-05
20,sh113633,869.36,2022-01-05
21,sh113016,780.6,2022-01-05
22,sh110079,772.12,2022-01-05
23,sz127015,770.39,2022-01-05
24,sz127049,770.39,2022-01-05
25,sz123119,620.87,2022-01-05
26,sh110061,532.26,2022-01-05
27,sh110073,530.09,2022-01-05
28,sz128035,529.16,2022-01-05
29,sh110082,499.36,2022-01-05
30,sz127012,483.14,2022-01-05
31,sh113579,475.55,2022-01-05
32,sz127046,440.87,2022-01-05
33,sh113047,430.61,2022-01-05
34,sz123117,419.26,2022-01-05
35,sz127005,419.17,2022-01-05
36,sz123108,417.76,2022-01-05
37,sh113634,410.02,2022-01-05
38,sz127022,397.06,2022-01-05
39,sh113043,394.43,2022-01-05
40,sz123083,369.7,2022-01-05
41,sz123104,350.3,2022-01-05
42,sh113045,341.69,2022-01-05
43,sh113605,340.11,2022-01-05
44,sh113582,327.42,2022-01-05
45,sz128114,326.91,2022-01-05
46,sh110076,315.95,2022-01-05
47,sz123022,311.53,2022-01-05
48,sh113051,310.82,2022-01-05
49,sz128128,307.29,2022-01-05
50,sz127025,300.28,2022-01-05
1,sh113049,4120.05,2022-01-06
2,sz128136,3312.91,2022-01-06
3,sz127045,2983.23,2022-01-06
4,sh110059,2515.48,2022-01-06
5,sh113616,2443.27,2022-01-06
6,sh113021,2265.68,2022-01-06
7,sz128095,2080.02,2022-01-06
8,sh113011,1804.67,2022-01-06
9,sh110081,1581.44,2022-01-06
10,sh113013,1548.29,2022-01-06
11,sz123107,1310.38,2022-01-06
12,sz127038,1295.6,2022-01-06
13,sh110075,1181.31,2022-01-06
14,sh113042,1021.46,2022-01-06
15,sz127030,987.78,2022-01-06
16,sh113044,958.92,2022-01-06
17,sh113050,923.65,2022-01-06
18,sh110053,892.09,2022-01-06
19,sz127036,876.62,2022-01-06
20,sh113633,847.8,2022-01-06
21,sz127015,771.29,2022-01-06
22,sz127049,771.29,2022-01-06
23,sh110079,763.22,2022-01-06
24,sh113016,749.32,2022-01-06
25,sz123119,619.7,2022-01-06
26,sh110061,526.54,2022-01-06
27,sz128035,526.17,2022-01-06
28,sh110073,524.3,2022-01-06
29,sh110082,503.98,2022-01-06
30,sz127012,478.2,2022-01-06
31,sh113579,471.82,2022-01-06
32,sh113047,450.76,2022-01-06
33,sz127046,433.08,2022-01-06
34,sz123108,420.29,2022-01-06
35,sz123117,418.05,2022-01-06
36,sz127005,414.19,2022-01-06
37,sh113634,398.88,2022-01-06
38,sz127022,395.22,2022-01-06
39,sh113043,391.2,2022-01-06
40,sz123083,364.68,2022-01-06
41,sh113045,346.56,2022-01-06
42,sz123104,345.79,2022-01-06
43,sh113605,341.77,2022-01-06
44,sh110076,330.72,2022-01-06
45,sh113582,322.91,2022-01-06
46,sz128114,322.19,2022-01-06
47,sz123022,314.23,2022-01-06
48,sh113051,313.32,2022-01-06
49,sz128128,305.3,2022-01-06
50,sz127025,305.24,2022-01-06
1,sh113049,4171.77,2022-01-07
2,sz128136,3295.94,2022-01-07
3,sz127045,2961.13,2022-01-07
4,sh110059,2556.57,2022-01-07
5,sh113616,2432.24,2022-01-07
6,sh113021,2299.94,2022-01-07
7,sz128095,2015.95,2022-01-07
8,sh113011,1831.68,2022-01-07
9,sh113013,1567.0,2022-01-07
10,sh110081,1542.06,2022-01-07
11,sz127038,1280.31,2022-01-07
12,sz123107,1278.62,2022-01-07
13,sh110075,1186.39,2022-01-07
14,sh113042,1032.82,2022-01-07
15,sz127030,991.17,2022-01-07
16,sh113044,967.84,2022-01-07
17,sh113050,927.66,2022-01-07
18,sh110053,915.72,2022-01-07
19,sz127036,894.58,2022-01-07
20,sh113633,846.6,2022-01-07
21,sh110079,785.76,2022-01-07
22,sz127015,760.93,2022-01-07
23,sz127049,760.93,2022-01-07
24,sh113016,714.78,2022-01-07
25,sz123119,618.95,2022-01-07
26,sh110073,524.95,2022-01-07
27,sz128035,520.84,2022-01-07
28,sh110061,515.96,2022-01-07
29,sz127012,489.93,2022-01-07
30,sh110082,484.84,2022-01-07
31,sh113047,463.65,2022-01-07
32,sh113579,459.76,2022-01-07
33,sz123117,434.4,2022-01-07
34,sz127005,420.83,2022-01-07
35,sz127046,415.91,2022-01-07
36,sz123108,412.35,2022-01-07
37,sz127022,393.76,2022-01-07
38,sh113043,388.69,2022-01-07
39,sh113634,380.17,2022-01-07
40,sz123083,361.44,2022-01-07
41,sh113605,340.74,2022-01-07
42,sh113045,337.71,2022-01-07
43,sz123104,337.42,2022-01-07
44,sh110076,332.81,2022-01-07
45,sz128114,320.94,2022-01-07
46,sh113582,311.32,2022-01-07
47,sz127025,308.47,2022-01-07
48,sh113051,306.81,2022-01-07
49,sz128128,306.44,2022-01-07
50,sz123022,303.92,2022-01-07
1,sh113049,4331.55,2022-01-10
2,sz128136,3436.66,2022-01-10
3,sz127045,3119.53,2022-01-10
4,sh110059,2559.51,2022-01-10
5,sh113616,2397.73,2022-01-10
6,sh113021,2295.04,2022-01-10
7,sz128095,2061.46,2022-01-10
8,sh113011,1842.49,2022-01-10
9,sh113013,1589.27,2022-01-10
10,sh110081,1536.33,2022-01-10
11,sz123107,1363.73,2022-01-10
12,sz127038,1244.02,2022-01-10
13,sh110075,1206.73,2022-01-10
14,sh113042,1035.66,2022-01-10
15,sh113044,972.3,2022-01-10
16,sz127030,956.84,2022-01-10
17,sh113050,935.66,2022-01-10
18,sh110053,921.62,2022-01-10
19,sz127036,907.15,2022-01-10
20,sh113633,872.34,2022-01-10
21,sz127015,829.41,2022-01-10
22,sz127049,829.41,2022-01-10
23,sh110079,795.25,2022-01-10
24,sh113016,715.73,2022-01-10
25,sz123119,642.03,2022-01-10
26,sh110073,527.52,2022-01-10
27,sh110061,519.93,2022-01-10
28,sz128035,514.97,2022-01-10
29,sh110082,484.69,2022-01-10
30,sz127012,484.37,2022-01-10
31,sh113047,469.83,2022-01-10
32,sh113579,462.37,2022-01-10
33,sz123117,440.61,2022-01-10
34,sz123108,425.16,2022-01-10
35,sz127005,419.17,2022-01-10
36,sz127046,402.33,2022-01-10
37,sz127022,395.96,2022-01-10
38,sh113043,390.13,2022-01-10
39,sh113634,379.41,2022-01-10
40,sz123083,373.88,2022-01-10
41,sh113605,350.86,2022-01-10
42,sh110076,349.52,2022-01-10
43,sz128114,347.99,2022-01-10
44,sh113045,346.78,2022-01-10
45,sz123104,343.86,2022-01-10
46,sz128128,316.1,2022-01-10
47,sh113582,311.6,2022-01-10
48,sz127025,308.22,2022-01-10
49,sz123022,293.36,2022-01-10
50,sz128134,293.2,2022-01-10
1,sh113049,4073.87,2022-01-11
2,sz128136,3307.26,2022-01-11
3,sz127045,2979.55,2022-01-11
4,sh110059,2562.44,2022-01-11
5,sh113616,2324.87,2022-01-11
6,sh113021,2314.62,2022-01-11
7,sz128095,2123.57,2022-01-11
8,sh113011,1847.89,2022-01-11
9,sh113013,1589.27,2022-01-11
10,sh110081,1489.22,2022-01-11
11,sz123107,1309.11,2022-01-11
12,sz127038,1212.28,2022-01-11
13,sh110075,1205.03,2022-01-11
14,sh113042,1035.66,2022-01-11
15,sh113044,978.24,2022-01-11
16,sh113050,961.68,2022-01-11
17,sh110053,951.16,2022-01-11
18,sz127030,940.4,2022-01-11
19,sz127036,883.45,2022-01-11
20,sh113633,837.84,2022-01-11
21,sh110079,820.15,2022-01-11
22,sz127015,810.94,2022-01-11
23,sz127049,810.94,2022-01-11
24,sh113016,664.05,2022-01-11
25,sz123119,630.83,2022-01-11
26,sh110073,530.09,2022-01-11
27,sh110061,522.57,2022-01-11
28,sz128035,504.73,2022-01-11
29,sz127012,486.23,2022-01-11
30,sh110082,472.63,2022-01-11
31,sh113579,463.61,2022-01-11
32,sh113047,462.04,2022-01-11
33,sz123117,431.99,2022-01-11
34,sz123108,426.42,2022-01-11
35,sz127005,418.62,2022-01-11
36,sz127022,396.69,2022-01-11
37,sh113043,390.84,2022-01-11
38,sh113634,385.24,2022-01-11
39,sz127046,384.34,2022-01-11
40,sz123083,360.5,2022-01-11
41,sh110076,346.53,2022-01-11
42,sh113605,341.61,2022-01-11
43,sz128114,337.61,2022-01-11
44,sh113045,337.05,2022-01-11
45,sz123104,327.12,2022-01-11
46,sz128128,312.12,2022-01-11
47,sz127025,311.69,2022-01-11
48,sh113582,307.41,2022-01-11
49,sz128135,287.37,2022-01-11
50,sh110045,285.96,2022-01-11
1,sh113049,4345.4,2022-01-12
2,sz128136,3346.86,2022-01-12
3,sz127045,3015.33,2022-01-12
4,sh110059,2550.7,2022-01-12
5,sh113616,2373.21,2022-01-12
6,sh113021,2314.62,2022-01-12
7,sz128095,2239.23,2022-01-12
8,sh113011,1842.49,2022-01-12
9,sh113013,1591.94,2022-01-12
10,sh110081,1490.84,2022-01-12
11,sz123107,1320.54,2022-01-12
12,sz127038,1296.69,2022-01-12
13,sh110075,1208.42,2022-01-12
14,sh113042,1035.66,2022-01-12
15,sh113044,975.27,2022-01-12
16,sh113050,974.69,2022-01-12
17,sh110053,971.84,2022-01-12
18,sz127030,964.57,2022-01-12
19,sz127036,902.12,2022-01-12
20,sh113633,847.79,2022-01-12
21,sh110079,817.78,2022-01-12
22,sz127015,795.17,2022-01-12
23,sz127049,795.17,2022-01-12
24,sh113016,668.54,2022-01-12
25,sz123119,639.76,2022-01-12
26,sh110073,529.44,2022-01-12
27,sh110061,516.4,2022-01-12
28,sz128035,508.25,2022-01-12
29,sh110082,496.38,2022-01-12
30,sz127012,484.37,2022-01-12
31,sh113579,471.7,2022-01-12
32,sh113047,457.74,2022-01-12
33,sz123108,443.75,2022-01-12
34,sz123117,435.69,2022-01-12
35,sz127005,417.51,2022-01-12
36,sz127022,397.06,2022-01-12
37,sh113043,390.13,2022-01-12
38,sz127046,387.64,2022-01-12
39,sh113634,382.88,2022-01-12
40,sz123083,361.44,2022-01-12
41,sh110076,348.47,2022-01-12
42,sh113045,339.04,2022-01-12
43,sh113605,332.75,2022-01-12
44,sz128114,331.32,2022-01-12
45,sh113582,321.62,2022-01-12
46,sz123104,321.11,2022-01-12
47,sz128128,307.0,2022-01-12
48,sz127025,305.74,2022-01-12
49,sh113626,299.23,2022-01-12
50,sh118000,297.87,2022-01-12
1,sh113049,4155.15,2022-01-13
2,sz128136,3207.55,2022-01-13
3,sz127045,2907.45,2022-01-13
4,sh110059,2559.51,2022-01-13
5,sh113616,2334.59,2022-01-13
6,sh113021,2319.51,2022-01-13
7,sz128095,2248.42,2022-01-13
8,sh113011,1858.7,2022-01-13
9,sh113013,1584.81,2022-01-13
10,sh110081,1448.1,2022-01-13
11,sz127038,1287.1,2022-01-13
12,sz123107,1253.21,2022-01-13
13,sh110075,1194.86,2022-01-13
14,sh113042,1035.66,2022-01-13
15,sh110053,994.0,2022-01-13
16,sh113050,980.69,2022-01-13
17,sh113044,969.32,2022-01-13
18,sz127030,929.76,2022-01-13
19,sz127036,879.86,2022-01-13
20,sh113633,820.0,2022-01-13
21,sh110079,816.0,2022-01-13
22,sz127015,771.29,2022-01-13
23,sz127049,771.29,2022-01-13
24,sh113016,634.0,2022-01-13
25,sz123119,631.93,2022-01-13
26,sh110073,532.01,2022-01-13
27,sh110061,506.71,2022-01-13
28,sz127012,488.7,2022-01-13
29,sz128035,487.44,2022-01-13
30,sh110082,484.1,2022-01-13
31,sh113579,474.18,2022-01-13
32,sz123117,446.81,2022-01-13
33,sh113047,443.51,2022-01-13
34,sz123108,437.61,2022-01-13
35,sz127005,416.41,2022-01-13
36,sz127022,397.79,2022-01-13
37,sh113043,384.02,2022-01-13
38,sz127046,371.22,2022-01-13
39,sh113634,371.02,2022-01-13
40,sz123083,352.86,2022-01-13
41,sh110076,343.7,2022-01-13
42,sh113045,328.43,2022-01-13
43,sh113605,324.6,2022-01-13
44,sz128114,322.19,2022-01-13
45,sz123104,318.1,2022-01-13
46,sh113626,316.87,2022-01-13
47,sh113582,307.55,2022-01-13
48,sh118000,304.78,2022-01-13
49,sz127025,304.5,2022-01-13
50,sz128128,302.46,2022-01-13
1,sh113052,4291.95,2022-01-14
2,sh113049,4157.92,2022-01-14
3,sz128136,3274.02,2022-01-14
4,sz127045,2931.13,2022-01-14
5,sh110059,2521.35,2022-01-14
6,sh113616,2426.19,2022-01-14
7,sz128095,2296.16,2022-01-14
8,sh113021,2275.47,2022-01-14
9,sh113011,1837.09,2022-01-14
10,sh113013,1535.82,2022-01-14
11,sh110081,1485.48,2022-01-14
12,sz127038,1321.99,2022-01-14
13,sz123107,1232.89,2022-01-14
14,sh110075,1177.92,2022-01-14
15,sh113042,1022.88,2022-01-14
16,sh113044,958.92,2022-01-14
17,sh110053,955.59,2022-01-14
18,sh113050,948.67,2022-01-14
19,sz127030,919.13,2022-01-14
20,sz127036,865.85,2022-01-14
21,sh113633,805.05,2022-01-14
22,sh110079,799.4,2022-01-14
23,sz127015,750.57,2022-01-14
24,sz127049,750.57,2022-01-14
25,sz123119,641.55,2022-01-14
26,sh113016,613.19,2022-01-14
27,sh110073,514.02,2022-01-14
28,sz128035,510.81,2022-01-14
29,sh110061,510.23,2022-01-14
30,sh110082,495.94,2022-01-14
31,sz127012,488.7,2022-01-14
32,sh113579,480.28,2022-01-14
33,sz123117,451.16,2022-01-14
34,sz123108,450.42,2022-01-14
35,sh113047,441.36,2022-01-14
36,sz127005,402.03,2022-01-14
37,sz127022,386.43,2022-01-14
38,sh113043,372.54,2022-01-14
39,sh113634,370.84,2022-01-14
40,sz127046,362.6,2022-01-14
41,sz123083,353.18,2022-01-14
42,sh110076,347.13,2022-01-14
43,sh113605,338.92,2022-01-14
44,sh113626,332.8,2022-01-14
45,sh113045,329.54,2022-01-14
46,sz123104,320.46,2022-01-14
47,sz127025,318.72,2022-01-14
48,sz128114,314.64,2022-01-14
49,sh118000,309.91,2022-01-14
50,sh113582,299.83,2022-01-14
1,sh113052,4260.79,2022-01-17
2,sh113049,4203.17,2022-01-17
3,sz128136,3316.45,2022-01-17
4,sz127045,2946.92,2022-01-17
5,sh113616,2544.86,2022-01-17
6,sh110059,2515.48,2022-01-17
7,sz128095,2467.42,2022-01-17
8,sh113021,2280.36,2022-01-17
9,sh113011,1826.28,2022-01-17
10,sh113013,1540.27,2022-01-17
11,sh110081,1508.16,2022-01-17
12,sz127038,1336.92,2022-01-17
13,sz123107,1230.35,2022-01-17
14,sh110075,1179.61,2022-01-17
15,sh113042,1024.3,2022-01-17
16,sh110053,961.5,2022-01-17
17,sh113044,957.43,2022-01-17
18,sh113050,952.67,2022-01-17
19,sz127030,929.76,2022-01-17
20,sz127036,875.91,2022-01-17
21,sh113633,807.91,2022-01-17
22,sh110079,797.03,2022-01-17
23,sz127015,746.51,2022-01-17
24,sz127049,746.51,2022-01-17
25,sh113016,642.02,2022-01-17
26,sz123119,632.07,2022-01-17
27,sz128035,519.66,2022-01-17
28,sh110073,514.02,2022-01-17
29,sh110082,507.63,2022-01-17
30,sh110061,505.83,2022-01-17
31,sz127012,484.37,2022-01-17
32,sh113579,478.79,2022-01-17
33,sz123108,447.9,2022-01-17
34,sz123117,440.77,2022-01-17
35,sh113047,434.91,2022-01-17
36,sz127005,402.03,2022-01-17
37,sz127022,384.23,2022-01-17
38,sz123083,377.54,2022-01-17
39,sh113043,372.18,2022-01-17
40,sh113634,370.88,2022-01-17
41,sh110076,368.46,2022-01-17
42,sz127046,363.72,2022-01-17
43,sh113626,347.06,2022-01-17
44,sh113605,338.92,2022-01-17
45,sh113045,338.16,2022-01-17
46,sz123104,336.99,2022-01-17
47,sh118000,321.64,2022-01-17
48,sz127025,317.92,2022-01-17
49,sz128114,316.84,2022-01-17
50,sh113582,306.04,2022-01-17
1,sh113052,4424.9,2022-01-18
2,sh113049,4233.65,2022-01-18
3,sz128136,3389.29,2022-01-18
4,sz127045,2936.4,2022-01-18
5,sh113616,2594.68,2022-01-18
6,sh110059,2533.09,2022-01-18
7,sz128095,2431.72,2022-01-18
8,sh113021,2324.41,2022-01-18
9,sh113011,1847.89,2022-01-18
10,sh113013,1557.2,2022-01-18
11,sh110081,1508.91,2022-01-18
12,sz127038,1341.47,2022-01-18
13,sz123107,1248.13,2022-01-18
14,sh110075,1220.29,2022-01-18
15,sh113042,1029.98,2022-01-18
16,sh110053,995.47,2022-01-18
17,sh113050,984.7,2022-01-18
18,sh113044,969.32,2022-01-18
19,sz127030,923.96,2022-01-18
20,sz127036,879.86,2022-01-18
21,sh113633,839.2,2022-01-18
22,sh110079,819.56,2022-01-18
23,sz127015,748.32,2022-01-18
24,sz127049,748.32,2022-01-18
25,sh113016,706.21,2022-01-18
26,sz123119,621.83,2022-01-18
27,sz128035,519.66,2022-01-18
28,sh110073,514.67,2022-01-18
29,sh110061,512.44,2022-01-18
30,sh110082,508.52,2022-01-18
31,sz127012,503.53,2022-01-18
32,sh113579,476.92,2022-01-18
33,sz123117,447.05,2022-01-18
34,sh113047,440.01,2022-01-18
35,sz123108,420.29,2022-01-18
36,sz127005,403.13,2022-01-18
37,sz127022,384.59,2022-01-18
38,sz123083,383.71,2022-01-18
39,sh113043,373.98,2022-01-18
40,sh113634,372.13,2022-01-18
41,sz127046,360.57,2022-01-18
42,sh110076,346.83,2022-01-18
43,sh113626,343.54,2022-01-18
44,sh113045,336.83,2022-01-18
45,sz123104,329.48,2022-01-18
46,sh113605,328.24,2022-01-18
47,sz127025,321.11,2022-01-18
48,sh118000,315.71,2022-01-18
49,sz128114,306.46,2022-01-18
50,sh113582,298.36,2022-01-18
1,sh113052,4468.53,2022-01-19
2,sh113049,4097.89,2022-01-19
3,sz128136,3356.05,2022-01-19
4,sz127045,2869.56,2022-01-19
5,sh113616,2557.12,2022-01-19
6,sh110059,2536.03,2022-01-19
7,sz128095,2370.68,2022-01-19
8,sh113021,2329.3,2022-01-19
9,sh113011,1858.7,2022-01-19
10,sh113013,1590.16,2022-01-19
11,sh110081,1468.04,2022-01-19
12,sz127038,1379.64,2022-01-19
13,sz123107,1222.72,2022-01-19
14,sh110075,1203.34,2022-01-19
15,sh113042,1031.4,2022-01-19
16,sh110053,992.52,2022-01-19
17,sh113050,989.7,2022-01-19
18,sh113044,978.24,2022-01-19
19,sz127030,885.76,2022-01-19
20,sz127036,876.27,2022-01-19
21,sh110079,843.28,2022-01-19
22,sh113633,799.61,2022-01-19
23,sz127015,742.91,2022-01-19
24,sz127049,742.91,2022-01-19
25,sh113016,734.36,2022-01-19
26,sz123119,606.31,2022-01-19
27,sh110073,514.67,2022-01-19
28,sh110061,510.23,2022-01-19
29,sz128035,505.47,2022-01-19
30,sz127012,505.38,2022-01-19
31,sh110082,502.71,2022-01-19
32,sh113047,472.79,2022-01-19
33,sh113579,463.86,2022-01-19
34,sz123117,452.05,2022-01-19
35,sz123108,422.27,2022-01-19
36,sz127005,402.58,2022-01-19
37,sz127022,383.49,2022-01-19
38,sz123083,379.32,2022-01-19
39,sh113043,372.18,2022-01-19
40,sh113634,358.1,2022-01-19
41,sz127046,354.5,2022-01-19
42,sh113626,343.34,2022-01-19
43,sh110076,334.3,2022-01-19
44,sh113605,332.04,2022-01-19
45,sh113045,331.75,2022-01-19
46,sz123104,331.19,2022-01-19
47,sz127025,326.69,2022-01-19
48,sz128114,300.8,2022-01-19
49,sh118000,300.19,2022-01-19
50,sz128135,288.84,2022-01-19
1,sh113052,4601.48,2022-01-20
2,sh113049,4104.35,2022-01-20
3,sz128136,3464.24,2022-01-20
4,sz127045,3010.07,2022-01-20
5,sh110059,2582.99,2022-01-20
6,sh113616,2568.06,2022-01-20
7,sz128095,2420.21,2022-01-20
8,sh113021,2348.87,2022-01-20
9,sh113011,1864.1,2022-01-20
10,sh113013,1651.63,2022-01-20
11,sh110081,1463.92,2022-01-20
12,sz127038,1349.91,2022-01-20
13,sz123107,1281.16,2022-01-20
14,sh110075,1216.9,2022-01-20
15,sh113042,1038.51,2022-01-20
16,sh110053,1011.72,2022-01-20
17,sh113050,1008.71,2022-01-20
18,sh113044,979.73,2022-01-20
19,sh110079,871.75,2022-01-20
20,sz127030,853.85,2022-01-20
21,sz127036,831.02,2022-01-20
22,sh113633,788.55,2022-01-20
23,sz127015,768.14,2022-01-20
24,sz127049,768.14,2022-01-20
25,sh113016,703.36,2022-01-20
26,sz123119,600.67,2022-01-20
27,sh110073,520.45,2022-01-20
28,sz128035,515.72,2022-01-20
29,sh110061,515.52,2022-01-20
30,sz127012,510.94,2022-01-20
31,sh110082,497.35,2022-01-20
32,sz123108,482.37,2022-01-20
33,sh113047,471.98,2022-01-20
34,sh113579,467.59,2022-01-20
35,sz123117,422.89,2022-01-20
36,sz127005,407.0,2022-01-20
37,sz123083,381.3,2022-01-20
38,sz127022,380.56,2022-01-20
39,sh113043,374.69,2022-01-20
40,sh113634,354.98,2022-01-20
41,sz127046,352.4,2022-01-20
42,sh110076,340.42,2022-01-20
43,sh113626,330.43,2022-01-20
44,sh113045,327.99,2022-01-20
45,sz127025,327.76,2022-01-20
46,sh113605,327.06,2022-01-20
47,sz123104,318.96,2022-01-20
48,sz128114,309.61,2022-01-20
49,sz128135,292.03,2022-01-20
50,sz128134,289.54,2022-01-20
1,sh113052,4528.77,2022-01-21
2,sh113049,4063.71,2022-01-21
3,sz128136,3336.96,2022-01-21
4,sz127045,2894.3,2022-01-21
5,sh110059,2571.25,2022-01-21
6,sh113616,2497.74,2022-01-21
7,sz128095,2391.65,2022-01-21
8,sh113021,2329.3,2022-01-21
9,sh113011,1847.89,2022-01-21
10,sh113013,1636.48,2022-01-21
11,sh110081,1432.14,2022-01-21
12,sz127038,1316.17,2022-01-21
13,sh110075,1230.46,2022-01-21
14,sz123107,1224.63,2022-01-21
15,sh113042,1031.4,2022-01-21
16,sh110053,1005.81,2022-01-21
17,sh113050,1002.71,2022-01-21
18,sh113044,988.65,2022-01-21
19,sh110079,866.41,2022-01-21
20,sz127030,849.99,2022-01-21
21,sz127036,813.06,2022-01-21
22,sh113633,781.96,2022-01-21
23,sz127015,727.59,2022-01-21
24,sz127049,727.59,2022-01-21
25,sh113016,679.15,2022-01-21
26,sz123119,582.54,2022-01-21
27,sh110073,512.1,2022-01-21
28,sh110061,510.23,2022-01-21
29,sz128035,507.39,2022-01-21
30,sz127012,504.14,2022-01-21
31,sh110082,496.23,2022-01-21
32,sh113047,476.82,2022-01-21
33,sh113579,460.63,2022-01-21
34,sz123108,436.35,2022-01-21
35,sz127005,404.24,2022-01-21
36,sz123117,400.01,2022-01-21
37,sz123083,389.46,2022-01-21
38,sz127022,375.79,2022-01-21
39,sz127046,367.32,2022-01-21
40,sh113043,367.16,2022-01-21
41,sh113634,357.8,2022-01-21
42,sh110076,335.35,2022-01-21
43,sz127025,322.71,2022-01-21
44,sz123104,319.6,2022-01-21
45,sh113045,318.04,2022-01-21
46,sh113605,312.42,2022-01-21
47,sh113626,303.31,2022-01-21
48,sz128135,294.67,2022-01-21
49,sz128114,293.56,2022-01-21
50,sh118000,292.48,2022-01-21
1,sh113052,4582.79,2022-01-24
2,sh113049,3995.37,2022-01-24
3,sz128136,3485.45,2022-01-24
4,sz127045,2832.2,2022-01-24
5,sh110059,2550.7,2022-01-24
6,sh113616,2530.93,2022-01-24
7,sz128095,2385.23,2022-01-24
8,sh113021,2314.62,2022-01-24
9,sh113011,1842.49,2022-01-24
10,sh113013,1636.48,2022-01-24
11,sh110081,1482.99,2022-01-24
12,sz127038,1372.61,2022-01-24
13,sz123107,1224.63,2022-01-24
14,sh110075,1211.81,2022-01-24
15,sh113042,1025.72,2022-01-24
16,sh110053,1008.77,2022-01-24
17,sh113050,1000.71,2022-01-24
18,sh113044,976.76,2022-01-24
19,sz127030,895.44,2022-01-24
20,sh110079,864.04,2022-01-24
21,sz127036,801.93,2022-01-24
22,sh113633,767.86,2022-01-24
23,sz127015,728.49,2022-01-24
24,sz127049,728.49,2022-01-24
25,sh113016,697.24,2022-01-24
26,sz123119,583.84,2022-01-24
27,sz128035,519.66,2022-01-24
28,sh110061,508.91,2022-01-24
29,sh110082,506.74,2022-01-24
30,sh110073,505.67,2022-01-24
31,sz127012,502.91,2022-01-24
32,sh113047,483.53,2022-01-24
33,sh113579,465.11,2022-01-24
34,sz123108,429.85,2022-01-24
35,sz127005,405.9,2022-01-24
36,sz123117,404.68,2022-01-24
37,sz127022,375.79,2022-01-24
38,sz123083,374.3,2022-01-24
39,sh113043,368.59,2022-01-24
40,sz127046,356.44,2022-01-24
41,sh113634,354.78,2022-01-24
42,sh113605,326.5,2022-01-24
43,sh110076,324.16,2022-01-24
44,sz127025,320.85,2022-01-24
45,sh113045,320.48,2022-01-24
46,sh113626,311.2,2022-01-24
47,sh113582,302.59,2022-01-24
48,sz123104,300.28,2022-01-24
49,sh118000,297.4,2022-01-24
50,sz128135,294.26,2022-01-24
1,sh113052,4449.83,2022-01-25
2,sh113049,3964.89,2022-01-25
3,sz128136,3421.81,2022-01-25
4,sz127045,2736.43,2022-01-25
5,sh110059,2512.55,2022-01-25
6,sh113616,2439.77,2022-01-25
7,sz128095,2330.52,2022-01-25
8,sh113021,2280.36,2022-01-25
9,sh113011,1810.07,2022-01-25
10,sh113013,1599.07,2022-01-25
11,sh110081,1451.59,2022-01-25
12,sz127038,1355.61,2022-01-25
13,sh110075,1225.37,2022-01-25
